location_id,city,state,country,postal_code,region,market
961,Tampa,Florida,United States,33614.0,South,US
962,Ashdod,Southern,Israel,,EMEA,EMEA
963,Patrocínio,Minas Gerais,Brazil,,South,LATAM
964,Slough,England,United Kingdom,,North,EU
965,Rennes,Brittany,France,,Central,EU
966,Datong,Shanxi,China,,North Asia,APAC
967,Oberhausen,North Rhine-Westphalia,Germany,,Central,EU
968,Chipata,Eastern,Zambia,,Africa,Africa
969,Galati,Galati,Romania,,EMEA,EMEA
970,Toowoomba,Queensland,Australia,,Oceania,APAC
971,Bry-sur-Marne,Ile-de-France,France,,Central,EU
972,Balneário Camboriú,Santa Catarina,Brazil,,South,LATAM
973,Dreux,Centre,France,,Central,EU
974,Toulouse,Midi-Pyrénées,France,,Central,EU
975,Benghazi,Banghazi,Libya,,Africa,Africa
976,Bacoor,Calabarzon,Philippines,,Southeast Asia,APAC
977,Nanning,Guangxi,China,,North Asia,APAC
978,Stolberg,North Rhine-Westphalia,Germany,,Central,EU
979,Bari,Apulia,Italy,,South,EU
980,Xining,Qinghai,China,,North Asia,APAC
981,Tabuk,Tabuk,Saudi Arabia,,EMEA,EMEA
982,Guiyang,Guizhou,China,,North Asia,APAC
983,Durango,Durango,Mexico,,North,LATAM
984,Kenosha,Wisconsin,United States,53142.0,Central,US
985,Tokyo,Tokyo,Japan,,North Asia,APAC
986,Bene Beraq,Tel Aviv,Israel,,EMEA,EMEA
987,Rotherham,England,United Kingdom,,North,EU
988,Cork,Cork,Ireland,,North,EU
989,Columbus,Indiana,United States,47201.0,Central,US
990,Roodepoort,Gauteng,South Africa,,Africa,Africa
991,Fontaine,Rhône-Alpes,France,,Central,EU
992,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
993,Temecula,California,United States,92592.0,West,US
994,José Bonifácio,São Paulo,Brazil,,South,LATAM
995,Lusaka,Lusaka,Zambia,,Africa,Africa
996,Basra,Al Basrah,Iraq,,EMEA,EMEA
997,Apple Valley,California,United States,92307.0,West,US
998,Meizhou,Guangdong,China,,North Asia,APAC
999,Guasave,Sinaloa,Mexico,,North,LATAM
1000,Richardson,Texas,United States,75080.0,Central,US
1001,Santana de Parnaíba,São Paulo,Brazil,,South,LATAM
1002,Montgomery,Alabama,United States,36116.0,South,US
1003,Austin,Texas,United States,78745.0,Central,US
1004,Aubervilliers,Ile-de-France,France,,Central,EU
1005,Upper Hutt,Wellington,New Zealand,,Oceania,APAC
1006,Neuilly-sur-Seine,Ile-de-France,France,,Central,EU
1007,Faridabad,Haryana,India,,Central Asia,APAC
1008,Fairfield,California,United States,94533.0,West,US
1009,Santa Ana,Santa Ana,El Salvador,,Central,LATAM
1010,Le Havre,Upper Normandy,France,,Central,EU
1011,Mwanza,Mwanza,Tanzania,,Africa,Africa
1012,Orem,Utah,United States,84057.0,West,US
1013,Petapa,Guatemala,Guatemala,,Central,LATAM
1014,Newport News,Virginia,United States,23602.0,South,US
1015,Miramas,Provence-Alpes-Côte d'Azur,France,,Central,EU
1016,Mabopane,Gauteng,South Africa,,Africa,Africa
1017,David,Chiriquí,Panama,,Central,LATAM
1018,Dos Hermanas,Andalusía,Spain,,South,EU
1019,Villa Frontera,Coahuila,Mexico,,North,LATAM
1020,Franklin,Massachusetts,United States,2038.0,East,US
1021,Suzhou,Jiangsu,China,,North Asia,APAC
1022,Hartlepool,England,United Kingdom,,North,EU
1023,Orizaba,Veracruz,Mexico,,North,LATAM
1024,Lázaro Cárdenas,Michoacán,Mexico,,North,LATAM
1025,Busan,Busan,South Korea,,North Asia,APAC
1026,Pearland,Texas,United States,77581.0,Central,US
1027,Holguín,Holguín,Cuba,,Caribbean,LATAM
1028,Korba,Chhattisgarh,India,,Central Asia,APAC
1029,Viterbo,Lazio,Italy,,South,EU
1030,Carcassonne,Languedoc-Roussillon,France,,Central,EU
1031,Villach,Carinthia,Austria,,Central,EU
1032,Altamura,Apulia,Italy,,South,EU
1033,Longmont,Colorado,United States,80501.0,West,US
1034,Ezhou,Hubei,China,,North Asia,APAC
1035,Escuintla,Escuintla,Guatemala,,Central,LATAM
1036,Gujranwala,Punjab,Pakistan,,Central Asia,APAC
1037,Jena,Thuringia,Germany,,Central,EU
1038,Oxford,England,United Kingdom,,North,EU
1039,Anantapur,Andhra Pradesh,India,,Central Asia,APAC
1040,Qom,Qom,Iran,,EMEA,EMEA
1041,Jiaozuo,Henan,China,,North Asia,APAC
1042,Portsmouth,England,United Kingdom,,North,EU
1043,Hildesheim,Lower Saxony,Germany,,Central,EU
1044,Sunderland,England,United Kingdom,,North,EU
1045,Al Mahallah al Kubra,Al Gharbiyah,Egypt,,Africa,Africa
1046,La Plata,Provincia de Buenos Aires,Argentina,,South,LATAM
1047,Landskrona,Skåne,Sweden,,North,EU
1048,Helsinki,Uusimaa,Finland,,North,EU
1049,Las Vegas,Nevada,United States,89115.0,West,US
1050,Budapest,Budapest,Hungary,,EMEA,EMEA
1051,Bath,England,United Kingdom,,North,EU
1052,Lome,Maritime,Togo,,Africa,Africa
1053,Ferrara,Emilia-Romagna,Italy,,South,EU
1054,Palaiseau,Ile-de-France,France,,Central,EU
1055,Gateshead,England,United Kingdom,,North,EU
1056,Saint-Louis,Alsace,France,,Central,EU
1057,Plainfield,New Jersey,United States,7060.0,East,US
1058,Itamaraju,Bahia,Brazil,,South,LATAM
1059,Coventry,England,United Kingdom,,North,EU
1060,Villeneuve-d'Ascq,Nord-Pas-de-Calais,France,,Central,EU
1061,Mathura,Uttar Pradesh,India,,Central Asia,APAC
1062,Wilhelmshaven,Lower Saxony,Germany,,Central,EU
1063,Hurghada,Al Bahr Al Ahmar,Egypt,,Africa,Africa
1064,Gaya,Bihar,India,,Central Asia,APAC
1065,Toul,Lorraine,France,,Central,EU
1066,Arusha,Arusha,Tanzania,,Africa,Africa
1067,Ibirité,Minas Gerais,Brazil,,South,LATAM
1068,Guadalajara,Jalisco,Mexico,,North,LATAM
1069,Ciudad del Carmen,Campeche,Mexico,,North,LATAM
1070,Kolhapur,Maharashtra,India,,Central Asia,APAC
1071,Valles,San Luis Potosí,Mexico,,North,LATAM
1072,Beverly,Massachusetts,United States,1915.0,East,US
1073,Buffalo,New York,United States,14215.0,East,US
1074,Kassel,Hesse,Germany,,Central,EU
1075,Greensboro,North Carolina,United States,27405.0,South,US
1076,La Vega,La Vega,Dominican Republic,,Caribbean,LATAM
1077,Nouakchott,Nouakchott,Mauritania,,Africa,Africa
1078,Saint-Louis,Saint-Louis,Senegal,,Africa,Africa
1079,Santa Marta,Magdalena,Colombia,,South,LATAM
1080,Córdoba,Córdoba,Argentina,,South,LATAM
1081,George,Western Cape,South Africa,,Africa,Africa
1082,Sindelfingen,Baden-Württemberg,Germany,,Central,EU
1083,Kawaguchi,Chiba,Japan,,North Asia,APAC
1084,Villa Canales,Guatemala,Guatemala,,Central,LATAM
1085,Zunyi,Guizhou,China,,North Asia,APAC
1086,Wuchang,Heilongjiang,China,,North Asia,APAC
1087,Hermosillo,Sonora,Mexico,,North,LATAM
1088,Douai,Nord-Pas-de-Calais,France,,Central,EU
1089,Fukuyama,Hiroshima,Japan,,North Asia,APAC
1090,Dabrowa Gornicza,Silesia,Poland,,EMEA,EMEA
1091,Essen,North Rhine-Westphalia,Germany,,Central,EU
1092,Gresham,Oregon,United States,97030.0,West,US
1093,Santiago de Compostela,Galicia,Spain,,South,EU
1094,Paraparaumu,Wellington,New Zealand,,Oceania,APAC
1095,San Juan,San Juan,Argentina,,South,LATAM
1096,Manaus,Amazonas,Brazil,,South,LATAM
1097,Mantes-la-Jolie,Ile-de-France,France,,Central,EU
1098,Glasgow,Scotland,United Kingdom,,North,EU
1099,Reno,Nevada,United States,89502.0,West,US
1100,Pontivy,Brittany,France,,Central,EU
1101,Tauranga,Bay of Plenty,New Zealand,,Oceania,APAC
1102,The Hague,South Holland,Netherlands,,Central,EU
1103,Karlstad,Värmland,Sweden,,North,EU
1104,Rajkot,Gujarat,India,,Central Asia,APAC
1105,Satna,Madhya Pradesh,India,,Central Asia,APAC
1106,Yulin,Shaanxi,China,,North Asia,APAC
1107,Manzanillo,Granma,Cuba,,Caribbean,LATAM
1108,Karbala',Karbala',Iraq,,EMEA,EMEA
1109,Hrodna,Hrodna,Belarus,,EMEA,EMEA
1110,Clarksville,Tennessee,United States,37042.0,South,US
1111,Guangshui,Hubei,China,,North Asia,APAC
1112,Bikaner,Rajasthan,India,,Central Asia,APAC
1113,Indore,Madhya Pradesh,India,,Central Asia,APAC
1114,Wigan,England,United Kingdom,,North,EU
1115,Beykoz,Istanbul,Turkey,,EMEA,EMEA
1116,Le Cannet,Provence-Alpes-Côte d'Azur,France,,Central,EU
1117,Columbia,South Carolina,United States,29203.0,South,US
1118,Tirupati,Andhra Pradesh,India,,Central Asia,APAC
1119,Manizales,Caldas,Colombia,,South,LATAM
1120,Conflans-Sainte-Honorine,Ile-de-France,France,,Central,EU
1121,Leicester,England,United Kingdom,,North,EU
1122,Luanda,Luanda,Angola,,Africa,Africa
1123,Mbandaka,Equateur,Democratic Republic of the Congo,,Africa,Africa
1124,Cuernavaca,Morelos,Mexico,,North,LATAM
1125,San Pedro Sula,Cortés,Honduras,,Central,LATAM
1126,Jinjiang,Fujian,China,,North Asia,APAC
1127,Zhaoqing,Guangdong,China,,North Asia,APAC
1128,Broken Arrow,Oklahoma,United States,74012.0,Central,US
1129,Ponferrada,Castile and León,Spain,,South,EU
1130,Yerres,Ile-de-France,France,,Central,EU
1131,Lawrence,Indiana,United States,46226.0,Central,US
1132,Blenheim,Marlborough,New Zealand,,Oceania,APAC
1133,Rillieux-la-Pape,Rhône-Alpes,France,,Central,EU
1134,Luohe,Henan,China,,North Asia,APAC
1135,Spijkenisse,South Holland,Netherlands,,Central,EU
1136,Nzerekore,Nzérékoré,Guinea,,Africa,Africa
1137,Zaria,Kaduna,Nigeria,,Africa,Africa
1138,Bielefeld,North Rhine-Westphalia,Germany,,Central,EU
1139,Stains,Ile-de-France,France,,Central,EU
1140,San Francisco de Macorís,Duarte,Dominican Republic,,Caribbean,LATAM
1141,Lecce,Apulia,Italy,,South,EU
1142,Colorado Springs,Colorado,United States,80906.0,West,US
1143,São Luís,Maranhão,Brazil,,South,LATAM
1144,Bagnolet,Ile-de-France,France,,Central,EU
1145,Qitaihe,Heilongjiang,China,,North Asia,APAC
1146,Meerut,Uttar Pradesh,India,,Central Asia,APAC
1147,Shumen,Shumen,Bulgaria,,EMEA,EMEA
1148,Ponte Nova,Minas Gerais,Brazil,,South,LATAM
1149,Jinhua,Zhejiang,China,,North Asia,APAC
1150,Cheltenham,England,United Kingdom,,North,EU
1151,Kaduna,Kaduna,Nigeria,,Africa,Africa
1152,Breda,North Brabant,Netherlands,,Central,EU
1153,Valladolid,Castile and León,Spain,,South,EU
1154,Courbevoie,Ile-de-France,France,,Central,EU
1155,Fuengirola,Andalusía,Spain,,South,EU
1156,Charleroi,Hainaut,Belgium,,Central,EU
1157,Oran,Oran,Algeria,,Africa,Africa
1158,Kigali,Kigali,Rwanda,,Africa,Africa
1159,Adana,Adana,Turkey,,EMEA,EMEA
1160,Nova Serrana,Minas Gerais,Brazil,,South,LATAM
1161,Guadalajara,Castile-La Mancha,Spain,,South,EU
1162,Oklahoma City,Oklahoma,United States,73120.0,Central,US
1163,Santa Helena,Maranhão,Brazil,,South,LATAM
1164,Great Falls,Montana,United States,59405.0,West,US
1165,Belo Horizonte,Minas Gerais,Brazil,,South,LATAM
1166,North York,Ontario,Canada,,Canada,Canada
1167,Lakeville,Minnesota,United States,55044.0,Central,US
1168,Atakpame,Plateaux,Togo,,Africa,Africa
1169,Amadora,Lisboa,Portugal,,South,EU
1170,Pekanbaru,Riau,Indonesia,,Southeast Asia,APAC
1171,Louisville,Colorado,United States,80027.0,West,US
1172,Smyrna,Georgia,United States,30080.0,South,US
1173,Saint Cloud,Minnesota,United States,56301.0,Central,US
1174,Jamundí,Valle del Cauca,Colombia,,South,LATAM
1175,Foumban,Ouest,Cameroon,,Africa,Africa
1176,Jilin,Jilin,China,,North Asia,APAC
1177,Dallas,Texas,United States,75217.0,Central,US
1178,Versailles,Ile-de-France,France,,Central,EU
1179,Lorca,Murcia,Spain,,South,EU
1180,Langenhagen,Lower Saxony,Germany,,Central,EU
1181,Caucaia,Ceará,Brazil,,South,LATAM
1182,Borujerd,Lorestan,Iran,,EMEA,EMEA
1183,Fortaleza,Ceará,Brazil,,South,LATAM
1184,Anyang,Gyeonggi,South Korea,,North Asia,APAC
1185,Apodaca,Nuevo León,Mexico,,North,LATAM
1186,Parbhani,Maharashtra,India,,Central Asia,APAC
1187,Kita-ku,Osaka,Japan,,North Asia,APAC
1188,Likasi,Katanga,Democratic Republic of the Congo,,Africa,Africa
1189,Bom Jesus da Lapa,Bahia,Brazil,,South,LATAM
1190,Arlington,Virginia,United States,22204.0,South,US
1191,Appleton,Wisconsin,United States,54915.0,Central,US
1192,Apopa,San Salvador,El Salvador,,Central,LATAM
1193,Asti,Piedmont,Italy,,South,EU
1194,Mauá,São Paulo,Brazil,,South,LATAM
1195,Ranchi,Jharkhand,India,,Central Asia,APAC
1196,Brest,Brittany,France,,Central,EU
1197,Newcastle,Kwazulu-natal,South Africa,,Africa,Africa
1198,Luhans'k,Luhans'k,Ukraine,,EMEA,EMEA
1199,Geneva,Geneva,Switzerland,,Central,EU
1200,Hautmont,Nord-Pas-de-Calais,France,,Central,EU
1201,Offenburg,Baden-Württemberg,Germany,,Central,EU
1202,Ananindeua,Pará,Brazil,,South,LATAM
1203,Nagercoil,Tamil Nadu,India,,Central Asia,APAC
1204,Iguala,Guerrero,Mexico,,North,LATAM
1205,Portland,Oregon,United States,97206.0,West,US
1206,Comodoro Rivadavia,Chubut,Argentina,,South,LATAM
1207,Nizamabad,Telangana,India,,Central Asia,APAC
1208,Meriden,Connecticut,United States,6450.0,East,US
1209,Resistencia,Chaco,Argentina,,South,LATAM
1210,Bijie,Guizhou,China,,North Asia,APAC
1211,Copenhagen,Hovedstaden,Denmark,,North,EU
1212,Niamey,Niamey,Niger,,Africa,Africa
1213,Evry,Ile-de-France,France,,Central,EU
1214,Bourges,Centre,France,,Central,EU
1215,Great Yarmouth,England,United Kingdom,,North,EU
1216,Nashville,Tennessee,United States,37211.0,South,US
1217,Draguignan,Provence-Alpes-Côte d'Azur,France,,Central,EU
1218,Jiutepec,Morelos,Mexico,,North,LATAM
1219,Hamm,North Rhine-Westphalia,Germany,,Central,EU
1220,Bareilly,Uttar Pradesh,India,,Central Asia,APAC
1221,Mamak,Ankara,Turkey,,EMEA,EMEA
1222,Sannois,Ile-de-France,France,,Central,EU
1223,Toluca,México,Mexico,,North,LATAM
1224,Linz,Upper Austria,Austria,,Central,EU
1225,Dubuque,Iowa,United States,52001.0,Central,US
1226,Port Moresby,National Capital,Papua New Guinea,,Oceania,APAC
1227,Kerman,Kerman,Iran,,EMEA,EMEA
1228,Lakewood,Ohio,United States,44107.0,East,US
1229,La Ceiba,Atlántida,Honduras,,Central,LATAM
1230,Port Macquarie,New South Wales,Australia,,Oceania,APAC
1231,Nelson,Nelson,New Zealand,,Oceania,APAC
1232,Gdansk,Pomerania,Poland,,EMEA,EMEA
1233,Puducherry,Puducherry,India,,Central Asia,APAC
1234,Little Rock,Arkansas,United States,72209.0,South,US
1235,Changwon,Gyeongsangnam,South Korea,,North Asia,APAC
1236,Remscheid,North Rhine-Westphalia,Germany,,Central,EU
1237,Exeter,England,United Kingdom,,North,EU
1238,Leshan,Sichuan,China,,North Asia,APAC
1239,Chinautla,Guatemala,Guatemala,,Central,LATAM
1240,Brandenburg,Brandenburg,Germany,,Central,EU
1241,Saint-Ouen,Ile-de-France,France,,Central,EU
1242,Le Plessis-Robinson,Ile-de-France,France,,Central,EU
1243,Halle,Saxony-Anhalt,Germany,,Central,EU
1244,Harrow,England,United Kingdom,,North,EU
1245,Echirolles,Rhône-Alpes,France,,Central,EU
1246,Nogent-sur-Oise,Picardy,France,,Central,EU
1247,Casoria,Campania,Italy,,South,EU
1248,Griffith,New South Wales,Australia,,Oceania,APAC
1249,Barra Mansa,Rio de Janeiro,Brazil,,South,LATAM
1250,Naperville,Illinois,United States,60540.0,Central,US
1251,Saint-Genis-Laval,Rhône-Alpes,France,,Central,EU
1252,Ibagué,Tolima,Colombia,,South,LATAM
1253,Tirunelveli,Tamil Nadu,India,,Central Asia,APAC
1254,Ulan Bator,Ulaanbaatar,Mongolia,,EMEA,EMEA
1255,Les Herbiers,Pays de la Loire,France,,Central,EU
1256,Pasco,Washington,United States,99301.0,West,US
1257,Cheyenne,Wyoming,United States,82001.0,West,US
1258,San Diego,California,United States,92024.0,West,US
1259,Perugia,Umbria,Italy,,South,EU
1260,Dresden,Saxony,Germany,,Central,EU
1261,Francisco Beltrão,Parana,Brazil,,South,LATAM
1262,Tours,Centre,France,,Central,EU
1263,Araçatuba,São Paulo,Brazil,,South,LATAM
1264,Gawler,South Australia,Australia,,Oceania,APAC
1265,Des Moines,Iowa,United States,50315.0,Central,US
1266,Groningen,Groningen,Netherlands,,Central,EU
1267,Ichalkaranji,Maharashtra,India,,Central Asia,APAC
1268,Naples,Campania,Italy,,South,EU
1269,Bur Sudan,Red Sea,Sudan,,Africa,Africa
1270,Firozabad,Uttar Pradesh,India,,Central Asia,APAC
1271,Aschaffenburg,Bavaria,Germany,,Central,EU
1272,Soissons,Picardy,France,,Central,EU
1273,Aoba-ku,Kanagawa,Japan,,North Asia,APAC
1274,Silivri,Istanbul,Turkey,,EMEA,EMEA
1275,Tawau,Sabah,Malaysia,,Southeast Asia,APAC
1276,Limeira,São Paulo,Brazil,,South,LATAM
1277,Oldham,England,United Kingdom,,North,EU
1278,Itajaí,Santa Catarina,Brazil,,South,LATAM
1279,Goiânia,Goiás,Brazil,,South,LATAM
1280,Neuwied,Rhineland-Palatinate,Germany,,Central,EU
1281,Marano di Napoli,Campania,Italy,,South,EU
1282,Papakura,Auckland,New Zealand,,Oceania,APAC
1283,Watford,England,United Kingdom,,North,EU
1284,Dallas,Texas,United States,75220.0,Central,US
1285,Dalian,Liaoning,China,,North Asia,APAC
1286,Annecy,Rhône-Alpes,France,,Central,EU
1287,Sunnyvale,California,United States,94086.0,West,US
1288,Madero,Tamaulipas,Mexico,,North,LATAM
1289,Tongchuan,Shaanxi,China,,North Asia,APAC
1290,Kramators'k,Donetsk,Ukraine,,EMEA,EMEA
1291,Ujjain,Madhya Pradesh,India,,Central Asia,APAC
1292,Asansol,West Bengal,India,,Central Asia,APAC
1293,Brahmapur,Odisha,India,,Central Asia,APAC
1294,Roissy-en-Brie,Ile-de-France,France,,Central,EU
1295,Varese,Lombardy,Italy,,South,EU
1296,Coulommiers,Ile-de-France,France,,Central,EU
1297,Chelmsford,England,United Kingdom,,North,EU
1298,Coimbra,Coimbra,Portugal,,South,EU
1299,Ashford,England,United Kingdom,,North,EU
1300,Bouake,Vallee Du Bandama,Cote d'Ivoire,,Africa,Africa
1301,Mildura,Victoria,Australia,,Oceania,APAC
1302,Puerto La Cruz,Anzoátegui,Venezuela,,South,LATAM
1303,Teresópolis,Rio de Janeiro,Brazil,,South,LATAM
1304,Juiz de Fora,Minas Gerais,Brazil,,South,LATAM
1305,Foggia,Apulia,Italy,,South,EU
1306,Parma,Ohio,United States,44134.0,East,US
1307,Farmington,New Mexico,United States,87401.0,West,US
1308,Cholula,Puebla,Mexico,,North,LATAM
1309,Pamiers,Midi-Pyrénées,France,,Central,EU
1310,Criciúma,Santa Catarina,Brazil,,South,LATAM
1311,Taubaté,São Paulo,Brazil,,South,LATAM
1312,Pantin,Ile-de-France,France,,Central,EU
1313,Gilbert,Arizona,United States,85234.0,West,US
1314,Oceanside,New York,United States,11572.0,East,US
1315,Celaya,Guanajuato,Mexico,,North,LATAM
1316,Mansfield,England,United Kingdom,,North,EU
1317,Kazerun,Fars,Iran,,EMEA,EMEA
1318,Taiyuan,Shanxi,China,,North Asia,APAC
1319,Pasadena,Texas,United States,77506.0,Central,US
1320,Río Bravo,Tamaulipas,Mexico,,North,LATAM
1321,Chiclana de la Frontera,Andalusía,Spain,,South,EU
1322,Los Mochis,Sinaloa,Mexico,,North,LATAM
1323,Suffolk,Virginia,United States,23434.0,South,US
1324,Anshun,Guizhou,China,,North Asia,APAC
1325,San Pablo de las Salinas,México,Mexico,,North,LATAM
1326,Poissy,Ile-de-France,France,,Central,EU
1327,Choluteca,Choluteca,Honduras,,Central,LATAM
1328,San Andrés Tuxtla,Veracruz,Mexico,,North,LATAM
1329,Fort Collins,Colorado,United States,80525.0,West,US
1330,Dublin,Ohio,United States,43017.0,East,US
1331,Hiratsuka,Kanagawa,Japan,,North Asia,APAC
1332,Huangshi,Hubei,China,,North Asia,APAC
1333,Xinghua,Jiangsu,China,,North Asia,APAC
1334,Knoxville,Tennessee,United States,37918.0,South,US
1335,Khartoum,Khartoum,Sudan,,Africa,Africa
1336,Al Minya,Al Minya,Egypt,,Africa,Africa
1337,Midland,Michigan,United States,48640.0,Central,US
1338,Vicenza,Veneto,Italy,,South,EU
1339,Lima,Lima (city),Peru,,South,LATAM
1340,Pontoise,Ile-de-France,France,,Central,EU
1341,Daejeon,Daejeon,South Korea,,North Asia,APAC
1342,Springfield,Ohio,United States,45503.0,East,US
1343,Zhengzhou,Henan,China,,North Asia,APAC
1344,Landerneau,Brittany,France,,Central,EU
1345,Rouen,Upper Normandy,France,,Central,EU
1346,Heze,Shandong,China,,North Asia,APAC
1347,Quelimane,Zambezia,Mozambique,,Africa,Africa
1348,Atlixco,Puebla,Mexico,,North,LATAM
1349,Rajshahi,Rajshahi,Bangladesh,,Central Asia,APAC
1350,Villefontaine,Rhône-Alpes,France,,Central,EU
1351,Arraiján,Panama,Panama,,Central,LATAM
1352,Querétaro,Querétaro,Mexico,,North,LATAM
1353,Ploiesti,Prahova,Romania,,EMEA,EMEA
1354,Kassala,Kassala,Sudan,,Africa,Africa
1355,Saqqez,Kordestan,Iran,,EMEA,EMEA
1356,Dos Quebradas,Risaralda,Colombia,,South,LATAM
1357,Seremban,Negeri Sembilan,Malaysia,,Southeast Asia,APAC
1358,Meudon,Ile-de-France,France,,Central,EU
1359,Hradec Kralove,Hradec Kralove,Czech Republic,,EMEA,EMEA
1360,Peoria,Illinois,United States,61604.0,Central,US
1361,Villemomble,Ile-de-France,France,,Central,EU
1362,Kupang,Nusa Tenggara Timur,Indonesia,,Southeast Asia,APAC
1363,General Escobedo,Nuevo León,Mexico,,North,LATAM
1364,Kawasaki,Fukuoka,Japan,,North Asia,APAC
1365,Rambouillet,Ile-de-France,France,,Central,EU
1366,Kopeysk,Chelyabinsk,Russia,,EMEA,EMEA
1367,Kaiyuan,Liaoning,China,,North Asia,APAC
1368,Parma,Emilia-Romagna,Italy,,South,EU
1369,Maceió,Alagoas,Brazil,,South,LATAM
1370,Ndola,Copperbelt,Zambia,,Africa,Africa
1371,Samarra',Salah Ad Din,Iraq,,EMEA,EMEA
1372,Huainan,Anhui,China,,North Asia,APAC
1373,Sumy,Sumy,Ukraine,,EMEA,EMEA
1374,Taranto,Apulia,Italy,,South,EU
1375,Mount Gambier,South Australia,Australia,,Oceania,APAC
1376,Bolton,England,United Kingdom,,North,EU
1377,Valinhos,São Paulo,Brazil,,South,LATAM
1378,Safi,Doukkala-Abda,Morocco,,Africa,Africa
1379,Jackson,Mississippi,United States,39212.0,South,US
1380,Marly-le-Roi,Ile-de-France,France,,Central,EU
1381,Lugo,Galicia,Spain,,South,EU
1382,Potosí,Potosí,Bolivia,,South,LATAM
1383,Belleville,New Jersey,United States,7109.0,East,US
1384,Oldenburg,Lower Saxony,Germany,,Central,EU
1385,Garza García,Nuevo León,Mexico,,North,LATAM
1386,Concord,New Hampshire,United States,3301.0,East,US
1387,Dayr az Zawr,Dayr Az Zawr,Syria,,EMEA,EMEA
1388,Irkutsk,Irkutsk,Russia,,EMEA,EMEA
1389,San Miguelito,Panama,Panama,,Central,LATAM
1390,Chillán,Biobio,Chile,,South,LATAM
1391,Wodonga,Victoria,Australia,,Oceania,APAC
1392,Annonay,Rhône-Alpes,France,,Central,EU
1393,Zhongxiang,Hubei,China,,North Asia,APAC
1394,Mogadishu,Banaadir,Somalia,,Africa,Africa
1395,Bryansk,Bryansk,Russia,,EMEA,EMEA
1396,Severodvinsk,Arkhangel'sk,Russia,,EMEA,EMEA
1397,Chengdu,Sichuan,China,,North Asia,APAC
1398,Armidale,New South Wales,Australia,,Oceania,APAC
1399,Soweto,Gauteng,South Africa,,Africa,Africa
1400,Durgapur,Maharashtra,India,,Central Asia,APAC
1401,Nueva Gerona,Isla de la Juventud,Cuba,,Caribbean,LATAM
1402,Presidencia Roque Sáenz Peña,Chaco,Argentina,,South,LATAM
1403,Castres,Midi-Pyrénées,France,,Central,EU
1404,Fushun,Liaoning,China,,North Asia,APAC
1405,Franca,São Paulo,Brazil,,South,LATAM
1406,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,,Central,EU
1407,Arica,Arica y Parinacota,Chile,,South,LATAM
1408,Sartrouville,Ile-de-France,France,,Central,EU
1409,Mombasa,Coast,Kenya,,Africa,Africa
1410,Nazilli,Aydin,Turkey,,EMEA,EMEA
1411,Jiutai,Jilin,China,,North Asia,APAC
1412,Koidu,Eastern,Sierra Leone,,Africa,Africa
1413,Suihua,Heilongjiang,China,,North Asia,APAC
1414,Messina,Sicily,Italy,,South,EU
1415,Reims,Champagne-Ardenne,France,,Central,EU
1416,Behbahan,Khuzestan,Iran,,EMEA,EMEA
1417,Ajmer,Rajasthan,India,,Central Asia,APAC
1418,Cluj-Napoca,Cluj,Romania,,EMEA,EMEA
1419,Oradea,Bihor,Romania,,EMEA,EMEA
1420,Bristol,England,United Kingdom,,North,EU
1421,Tipitapa,Managua,Nicaragua,,Central,LATAM
1422,Alicante,Valenciana,Spain,,South,EU
1423,Hasselt,Limburg,Belgium,,Central,EU
1424,Aksu,Xinjiang Uygur,China,,North Asia,APAC
1425,Trabzon,Trabzon,Turkey,,EMEA,EMEA
1426,Troisdorf,North Rhine-Westphalia,Germany,,Central,EU
1427,Kindia,Kindia,Guinea,,Africa,Africa
1428,Aix-en-Provence,Provence-Alpes-Côte d'Azur,France,,Central,EU
1429,Tanta,Al Gharbiyah,Egypt,,Africa,Africa
1430,Choloma,Cortés,Honduras,,Central,LATAM
1431,Ulhasnagar,Maharashtra,India,,Central Asia,APAC
1432,Caracas,Distrito Capital,Venezuela,,South,LATAM
1433,Oleksandriya,Kirovohrad,Ukraine,,EMEA,EMEA
1434,Mississauga,Ontario,Canada,,Canada,Canada
1435,Independence,Missouri,United States,64055.0,Central,US
1436,Wattrelos,Nord-Pas-de-Calais,France,,Central,EU
1437,Licheng,Guangdong,China,,North Asia,APAC
1438,Nieuwegein,Utrecht,Netherlands,,Central,EU
1439,Huaiyin,Jiangsu,China,,North Asia,APAC
1440,Pimpri,Maharashtra,India,,Central Asia,APAC
1441,Brownsville,Texas,United States,78521.0,Central,US
1442,Abidjan,Lagunes,Cote d'Ivoire,,Africa,Africa
1443,Turku,Finland Proper,Finland,,North,EU
1444,Portmore,Saint Catherine,Jamaica,,Caribbean,LATAM
1445,Ivanovo,Ivanovo,Russia,,EMEA,EMEA
1446,Artemisa,Artemisa,Cuba,,Caribbean,LATAM
1447,Niort,Poitou-Charentes,France,,Central,EU
1448,Denizli,Denizli,Turkey,,EMEA,EMEA
1449,Heerlen,Limburg,Netherlands,,Central,EU
1450,Pharr,Texas,United States,78577.0,Central,US
1451,Valencia,Carabobo,Venezuela,,South,LATAM
1452,Takamatsu,Kagawa,Japan,,North Asia,APAC
1453,Kaluga,Kaluga,Russia,,EMEA,EMEA
1454,Burbank,California,United States,91505.0,West,US
