order_details_id,order_id,product_id,quantity,sales,discount,profit,shipping_cost
16326,ES-2012-3429212,FUR-BO-10004547,2,221.346,0.1,36.846,17.39
16327,ES-2013-2371724,FUR-FU-10001200,2,100.92,0.0,1.98,17.39
16328,ES-2011-4753806,TEC-MA-10000327,2,162.18,0.0,22.68,17.39
16329,WA-2012-7870,OFF-IBI-10003541,2,102.84,0.0,9.24,17.39
16330,MX-2014-154557,OFF-ST-10003718,3,92.592,0.2,28.932,17.39
16331,ES-2014-1783355,TEC-CO-10002083,2,119.763,0.65,-88.977,17.38
16332,IN-2013-11994,TEC-AC-10003668,2,206.658,0.1,41.298,17.38
16333,CA-2014-107958,OFF-PA-10000357,5,163.96,0.2,59.4355,17.38
16334,MX-2014-162173,OFF-SU-10001382,5,109.52,0.2,27.32,17.37
16335,ES-2014-2128184,OFF-AP-10002238,5,309.555,0.1,-24.195,17.37
16336,IT-2013-3843253,OFF-AR-10004519,4,109.8,0.5,-70.32,17.37
16337,IN-2014-20702,OFF-ST-10003547,4,162.4476,0.17,52.7676,17.37
16338,IN-2014-73048,OFF-ST-10004228,10,551.4,0.0,170.7,17.37
16339,CA-2013-103730,FUR-FU-10002157,3,47.04,0.0,18.3456,17.37
16340,CA-2013-136329,FUR-CH-10002335,2,408.006,0.1,72.5344,17.37
16341,CA-2014-117485,TEC-AC-10004659,4,291.96,0.0,102.186,17.37
16342,CA-2013-114601,TEC-PH-10002170,3,209.97,0.0,58.7916,17.37
16343,MZ-2013-3540,FUR-RUB-10001704,2,219.78,0.0,83.46,17.37
16344,TU-2012-9200,FUR-IKE-10001539,1,165.24,0.6,-239.61,17.37
16345,US-2011-121657,TEC-PH-10000347,3,110.856,0.6,-105.324,17.37
16346,MX-2014-132871,OFF-EN-10003675,4,124.32,0.0,59.6,17.36
16347,ES-2012-5840484,FUR-FU-10001200,7,353.22,0.0,6.93,17.36
16348,ID-2014-13618,OFF-SU-10001346,9,235.0755,0.45,-149.6745,17.36
16349,ID-2013-64970,OFF-SU-10002448,7,158.6025,0.47,-83.9475,17.36
16350,US-2014-118941,OFF-AR-10001953,5,219.9,0.0,59.373,17.36
16351,MX-2014-132738,OFF-BI-10001002,11,83.82,0.0,39.38,17.36
16352,US-2012-134439,FUR-BO-10003199,3,498.24,0.4,-16.62,17.35
16353,ES-2011-2132896,TEC-MA-10003856,2,98.88,0.0,28.62,17.35
16354,ES-2013-5670479,OFF-AR-10000659,6,181.62,0.0,61.74,17.35
16355,IN-2012-53518,FUR-CH-10004584,2,169.128,0.1,61.968,17.35
16356,ID-2012-67707,TEC-MA-10004023,2,143.0754,0.17,51.6954,17.35
16357,US-2013-104017,FUR-TA-10000637,2,368.532,0.7,-307.148,17.34
16358,US-2014-126914,FUR-CH-10000414,8,230.016,0.2,-40.384,17.34
16359,US-2011-126151,FUR-CH-10004242,3,142.848,0.2,46.368,17.34
16360,MX-2013-134096,TEC-AC-10001830,2,341.52,0.0,13.64,17.34
16361,ES-2011-1222857,FUR-CH-10003248,9,169.236,0.6,-182.034,17.34
16362,IT-2014-3629752,OFF-ST-10002800,3,63.99,0.1,-7.11,17.34
16363,IN-2012-26337,TEC-PH-10002138,2,339.48,0.0,27.12,17.34
16364,IN-2014-32609,TEC-AC-10002850,2,228.78,0.0,34.26,17.34
16365,IN-2012-63472,FUR-CH-10003580,2,86.4174,0.27,25.9974,17.34
16366,MX-2011-130064,TEC-PH-10004888,2,222.56,0.0,109.04,17.34
16367,MX-2014-108889,FUR-CH-10001374,9,383.04,0.2,119.7,17.34
16368,MX-2012-119333,OFF-SU-10002189,4,105.088,0.2,39.408,17.33
16369,ES-2011-3793897,TEC-MA-10000003,3,220.0905,0.15,69.8805,17.33
16370,IN-2012-80055,OFF-FA-10000471,8,91.92,0.0,26.64,17.33
16371,SY-2012-7790,OFF-TEN-10002065,4,132.336,0.4,-46.344,17.33
16372,IT-2014-4778257,OFF-SU-10004980,2,87.96,0.0,19.32,17.32
16373,IT-2012-2157465,OFF-AR-10000475,3,151.56,0.0,43.92,17.32
16374,ID-2011-19505,OFF-EN-10004958,5,147.0,0.0,46.95,17.32
16375,CA-2011-124856,FUR-FU-10000521,4,117.36,0.0,36.3816,17.32
16376,TU-2011-5220,TEC-CAN-10001789,1,104.712,0.6,-128.298,17.32
16377,BO-2012-4390,TEC-SAM-10001013,1,169.68,0.0,30.54,17.32
16378,ES-2012-2424030,OFF-PA-10004470,7,338.1,0.0,37.17,17.31
16379,IT-2013-1584578,TEC-MA-10003101,3,181.35,0.5,-87.12,17.31
16380,IN-2013-59888,TEC-MA-10002039,5,150.84,0.4,-65.46,17.31
16381,GH-2013-2810,TEC-MOT-10001088,2,346.92,0.0,100.56,17.31
16382,US-2012-156356,FUR-CH-10002882,3,102.576,0.2,26.916,17.31
16383,MX-2014-106978,OFF-SU-10003371,7,203.98,0.0,0.0,17.31
16384,MX-2013-134663,OFF-PA-10000081,3,59.58,0.0,9.48,17.3
16385,MX-2011-145989,OFF-EN-10004793,7,221.76,0.0,84.14,17.3
16386,US-2013-147746,TEC-AC-10002545,3,197.856,0.6,-98.964,17.3
16387,IT-2014-1036058,TEC-CO-10001192,2,123.93,0.5,-84.33,17.3
16388,TU-2014-540,FUR-HAR-10004086,2,76.368,0.6,-84.012,17.3
16389,MX-2014-145072,OFF-SU-10002983,4,118.88,0.0,13.04,17.3
16390,MX-2011-149034,OFF-ST-10000505,5,457.7,0.0,64.0,17.29
16391,ES-2012-3520629,OFF-PA-10001686,4,67.92,0.0,25.8,17.29
16392,ES-2014-2637929,OFF-PA-10000908,6,158.22,0.0,31.5,17.29
16393,IN-2013-16544,OFF-EN-10002048,8,177.768,0.1,7.848,17.29
16394,US-2012-153500,FUR-FU-10000293,2,168.464,0.2,-29.4812,17.29
16395,RS-2011-9100,FUR-IKE-10001539,1,413.1,0.0,8.25,17.29
16396,ES-2013-5581781,FUR-FU-10003069,4,195.72,0.0,27.36,17.28
16397,IT-2012-5122607,OFF-BI-10000312,7,84.0,0.0,3.36,17.28
16398,IT-2011-1780558,OFF-ST-10000085,3,255.744,0.4,-102.366,17.28
16399,IN-2014-67238,FUR-CH-10002117,4,325.68,0.0,123.72,17.28
16400,CA-2011-117464,FUR-TA-10004767,3,170.352,0.2,19.1646,17.28
16401,MX-2013-168886,TEC-PH-10004888,3,267.072,0.2,96.792,17.28
16402,US-2014-120516,OFF-BI-10001248,12,61.92,0.4,-34.08,17.27
16403,MX-2013-150637,FUR-BO-10000038,1,243.78,0.0,4.86,17.27
16404,ES-2011-2613634,FUR-BO-10003828,2,285.66,0.0,82.8,17.27
16405,IN-2013-35962,TEC-AC-10004306,3,251.64,0.0,12.51,17.27
16406,IN-2014-35766,OFF-SU-10001407,3,118.584,0.1,17.064,17.27
16407,CA-2014-128783,TEC-AC-10002473,4,113.52,0.0,46.5432,17.27
16408,ES-2014-3549128,OFF-BI-10003708,4,56.76,0.0,11.88,17.26
16409,CA-2013-159345,OFF-PA-10000806,2,111.96,0.0,54.8604,17.26
16410,US-2014-120418,OFF-ST-10002370,4,68.448,0.2,7.7004,17.26
16411,MX-2013-146073,OFF-SU-10001173,3,88.74,0.0,17.7,17.25
16412,IN-2011-72215,OFF-ST-10004315,2,423.24,0.0,21.12,17.25
16413,IN-2012-16166,OFF-ST-10000287,5,119.85,0.0,34.65,17.25
16414,CA-2014-156818,TEC-AC-10002323,6,132.6,0.0,17.238,17.25
16415,US-2014-109253,FUR-FU-10000193,4,129.92,0.0,10.3936,17.25
16416,MX-2014-117569,TEC-MA-10002193,2,227.96,0.0,36.44,17.24
16417,IN-2012-39007,FUR-CH-10003009,1,150.255,0.1,25.035,17.24
16418,ID-2014-75631,OFF-ST-10003445,7,181.0977,0.17,-30.5823,17.24
16419,IR-2011-590,OFF-FEL-10003848,4,231.48,0.0,55.44,17.24
16420,EG-2014-8740,FUR-HON-10001558,1,161.22,0.0,45.12,17.24
16421,MX-2013-141537,TEC-CO-10002113,2,156.18456,0.202,21.10456,17.24
16422,MX-2011-144183,FUR-BO-10001483,3,246.9,0.0,32.04,17.23
16423,ES-2013-4117792,OFF-FA-10003730,6,78.84,0.0,19.62,17.23
16424,ES-2013-3542934,OFF-AR-10001216,13,380.64,0.0,18.72,17.23
16425,ES-2014-1472055,OFF-SU-10004244,5,136.5,0.0,5.4,17.23
16426,IN-2014-14850,OFF-ST-10002650,2,342.624,0.17,61.884,17.23
16427,US-2013-116365,TEC-AC-10002942,3,165.6,0.2,-6.21,17.23
16428,TU-2014-6490,FUR-HAR-10001374,1,190.344,0.6,-99.936,17.23
16429,MX-2014-102995,OFF-EN-10001771,5,125.5,0.0,36.3,17.23
16430,MX-2014-130029,OFF-PA-10002522,5,99.0,0.0,12.8,17.23
16431,ES-2013-3093926,FUR-BO-10004327,2,262.602,0.1,14.562,17.22
16432,IT-2013-1574228,TEC-PH-10002586,3,166.0815,0.15,-21.5685,17.22
16433,IT-2011-2803139,TEC-PH-10001470,2,80.46,0.5,-59.58,17.22
16434,ID-2011-75232,FUR-CH-10004009,2,205.74,0.25,-5.52,17.22
16435,US-2014-123897,OFF-AP-10004569,2,55.032,0.4,-18.368,17.21
16436,ES-2011-5941122,FUR-CH-10004969,4,199.584,0.1,22.104,17.21
16437,IT-2012-3587497,OFF-ST-10003956,7,388.773,0.1,-13.167,17.21
16438,US-2011-164259,FUR-BO-10003174,4,182.08,0.6,-186.64,17.21
16439,MX-2011-124338,OFF-ST-10002471,3,396.9,0.0,182.52,17.2
16440,MX-2013-131142,OFF-PA-10004849,5,92.5,0.0,9.2,17.2
16441,ES-2014-1308719,TEC-AC-10000827,2,165.96,0.0,26.52,17.2
16442,ID-2014-79257,OFF-ST-10001719,3,136.1781,0.17,-23.0319,17.2
16443,CA-2014-165491,TEC-AC-10000358,7,265.93,0.0,63.8232,17.2
16444,CA-2011-136399,TEC-AC-10001142,5,395.0,0.0,39.5,17.2
16445,US-2013-166660,FUR-BO-10000468,1,48.58,0.0,7.7728,17.2
16446,US-2014-102435,OFF-ST-10004597,5,255.78,0.4,-29.92,17.19
16447,MX-2012-152905,OFF-ST-10001326,9,328.14,0.0,85.14,17.19
16448,IT-2011-2159764,FUR-FU-10001436,4,144.06,0.3,-37.14,17.19
16449,IN-2014-40428,OFF-SU-10002732,5,189.0,0.0,58.5,17.19
16450,TU-2014-2500,FUR-SAU-10002167,2,132.912,0.6,-83.088,17.19
16451,MX-2011-130400,TEC-CO-10001264,7,692.03316,0.002,310.53316,17.18
16452,IN-2013-16117,OFF-AP-10001191,3,264.384,0.1,23.454,17.18
16453,CA-2014-115651,OFF-AP-10000055,9,58.464,0.8,-146.16,17.18
16454,MO-2013-7280,OFF-FEL-10002867,1,207.36,0.0,35.25,17.18
16455,MA-2013-5150,TEC-SHA-10001103,1,239.04,0.0,31.05,17.18
16456,TU-2012-3470,OFF-BRE-10002706,1,119.94,0.6,-80.97,17.18
16457,AG-2013-2690,OFF-BOS-10000363,2,58.44,0.0,7.56,17.18
16458,TZ-2014-4810,OFF-BIC-10004557,1,53.7,0.0,4.29,17.18
16459,IT-2012-2666705,OFF-AR-10001216,5,131.76,0.1,-7.44,17.17
16460,ES-2013-4846912,FUR-FU-10001436,4,205.8,0.0,24.6,17.17
16461,IS-2014-4780,TEC-OKI-10001433,1,49.44,0.0,14.31,17.17
16462,MX-2013-134600,FUR-CH-10004010,5,131.84,0.2,-0.06,17.17
16463,IN-2013-38405,OFF-BI-10000389,8,407.04,0.0,0.0,17.16
16464,MX-2012-133333,TEC-PH-10002121,8,390.72,0.0,191.36,17.16
16465,MX-2014-149041,FUR-CH-10001114,6,231.12,0.0,103.92,17.15
16466,IN-2013-66860,OFF-SU-10000723,4,184.68,0.0,35.04,17.15
16467,CA-2011-104283,OFF-ST-10004337,5,306.2,0.0,0.0,17.15
16468,CA-2012-150770,OFF-BI-10002026,2,62.496,0.2,21.8736,17.15
16469,MX-2011-102421,FUR-BO-10001201,3,247.02,0.0,106.2,17.15
16470,MX-2014-162957,OFF-ST-10002781,2,171.84,0.0,65.28,17.14
16471,IN-2011-25588,FUR-FU-10002250,7,350.07,0.0,147.0,17.14
16472,CA-2011-168494,FUR-BO-10004467,3,254.9745,0.15,11.9988,17.14
16473,MO-2013-3340,FUR-HAR-10000441,2,299.16,0.0,95.7,17.14
16474,MO-2011-3300,TEC-HP -10001905,1,124.29,0.0,42.24,17.14
16475,IR-2014-7630,OFF-STA-10002791,1,47.61,0.0,9.03,17.14
16476,MX-2012-111885,OFF-SU-10001368,14,103.88,0.0,43.4,17.13
16477,MX-2011-168312,OFF-AP-10004245,1,378.6,0.0,124.92,17.13
16478,IN-2011-59993,FUR-CH-10000825,3,179.46,0.0,69.93,17.13
16479,IN-2012-18763,TEC-MA-10002029,2,221.4,0.0,57.54,17.13
16480,US-2011-114188,FUR-FU-10000076,7,139.86,0.0,60.1398,17.13
16481,US-2014-109253,OFF-AP-10002867,3,203.52,0.0,54.9504,17.13
16482,MX-2014-112753,FUR-BO-10001358,4,229.392,0.4,-141.488,17.13
16483,MX-2014-138814,FUR-CH-10001647,3,259.248,0.2,-32.412,17.13
16484,MX-2014-156615,OFF-EN-10001327,3,99.66,0.0,34.86,17.13
16485,IT-2014-5936992,FUR-BO-10003905,4,200.16,0.6,-60.12,17.12
16486,ID-2013-57949,OFF-ST-10001752,2,89.1918,0.17,-0.0282,17.12
16487,IN-2011-46322,OFF-SU-10001731,5,133.5,0.0,65.4,17.12
16488,CA-2011-121769,FUR-TA-10004442,1,172.11,0.4,-94.6605,17.12
16489,IR-2014-9810,OFF-IBI-10002637,2,105.84,0.0,48.66,17.12
16490,SF-2013-2650,TEC-MEM-10001409,4,285.36,0.0,39.84,17.12
16491,US-2013-122238,FUR-FU-10000110,14,205.1,0.5,-205.1,17.12
16492,ES-2012-3905102,OFF-AR-10001898,4,96.012,0.1,-6.468,17.11
16493,IT-2013-3468927,OFF-BI-10002459,3,75.195,0.5,-43.695,17.11
16494,IN-2014-32266,FUR-FU-10002665,9,168.21,0.0,65.34,17.11
16495,SA-2012-4650,OFF-TEN-10001480,4,216.96,0.0,82.44,17.11
16496,ES-2012-2363775,OFF-AR-10003651,7,189.63,0.0,94.71,17.1
16497,ES-2014-2896926,OFF-SU-10004524,9,155.925,0.5,-155.925,17.1
16498,ES-2014-2036598,TEC-MA-10000261,6,222.66,0.0,33.3,17.1
16499,ES-2011-5421072,OFF-AR-10003247,11,242.55,0.0,43.56,17.1
16500,CA-2014-161956,OFF-BI-10003650,2,841.568,0.2,294.5488,17.1
16501,IR-2013-5740,OFF-ROG-10004949,2,125.22,0.0,37.56,17.1
16502,IZ-2013-9650,OFF-GRE-10004604,4,210.12,0.0,37.8,17.1
16503,MX-2012-127446,OFF-AR-10001659,3,52.74,0.0,13.68,17.1
16504,MX-2011-101105,OFF-ST-10000423,5,205.6,0.0,22.6,17.1
16505,MX-2013-126361,TEC-PH-10001580,2,87.16,0.0,31.36,17.09
16506,MX-2013-119011,TEC-AC-10003857,3,145.68,0.0,59.7,17.09
16507,ES-2011-5539778,OFF-AR-10000799,4,64.08,0.0,2.52,17.09
16508,IT-2013-4518589,OFF-AR-10001418,8,106.8,0.5,-47.04,17.09
16509,IN-2011-69366,TEC-AC-10000354,6,176.6808,0.47,-156.6792,17.09
16510,CA-2014-163902,TEC-PH-10000675,3,196.776,0.2,14.7582,17.09
16511,CA-2013-148852,TEC-PH-10003885,4,211.168,0.2,23.7564,17.09
16512,CA-2013-7340,OFF-BIN-10001715,2,103.26,0.0,17.52,17.09
16513,AU-2014-800,OFF-BOS-10000557,6,86.94,0.0,28.62,17.09
16514,US-2011-153591,FUR-BO-10004980,1,195.648,0.2,-34.252,17.08
16515,IN-2013-64977,OFF-BI-10003025,3,153.81,0.0,27.63,17.08
16516,CA-2014-127313,FUR-FU-10003798,5,79.12,0.2,13.846,17.08
16517,RO-2014-8430,FUR-DAN-10002631,1,142.8,0.0,12.84,17.08
16518,ES-2013-1953205,FUR-BO-10004947,1,135.297,0.1,39.057,17.07
16519,ES-2014-2194172,OFF-AP-10002531,3,264.384,0.1,-26.496,17.07
16520,IN-2011-31020,TEC-PH-10002904,4,268.596,0.1,35.796,17.07
16521,MX-2012-164623,FUR-CH-10000996,3,190.92,0.0,9.54,17.06
16522,MX-2011-159688,OFF-AR-10000833,9,304.74,0.0,5.94,17.06
16523,ES-2014-4030649,OFF-BI-10001138,3,88.74,0.0,15.03,17.06
16524,ID-2014-43690,OFF-PA-10002109,7,88.3722,0.47,-78.3678,17.06
16525,IN-2014-32385,OFF-PA-10000127,7,114.156,0.1,34.146,17.06
16526,CA-2014-137463,TEC-AC-10000358,5,189.95,0.0,45.588,17.06
16527,MX-2014-164728,TEC-AC-10001754,3,224.82,0.0,92.16,17.06
16528,MX-2014-110338,OFF-SU-10003019,3,53.82,0.0,19.32,17.05
16529,IN-2012-69072,OFF-ST-10000704,3,379.809,0.1,113.859,17.05
16530,RS-2014-9040,OFF-FEL-10001776,1,137.34,0.0,0.0,17.05
16531,ES-2013-2061669,FUR-CH-10004194,4,73.536,0.6,-62.544,17.04
16532,IT-2014-3087072,OFF-ST-10001478,3,241.488,0.4,-124.812,17.04
16533,IT-2014-5935536,TEC-MA-10001825,2,46.53,0.5,-21.45,17.04
16534,IN-2013-78907,TEC-MA-10002029,2,199.26,0.1,35.4,17.04
16535,CA-2013-145905,FUR-CH-10001854,1,350.98,0.0,84.2352,17.04
16536,RO-2011-1590,FUR-SAF-10002557,1,85.71,0.0,40.26,17.04
16537,CM-2013-7560,TEC-SAM-10003493,1,136.68,0.0,46.47,17.04
16538,SF-2014-2790,TEC-BEL-10003311,2,168.18,0.0,11.76,17.04
16539,ES-2014-5693371,OFF-BI-10004195,4,193.68,0.0,58.08,17.03
16540,ES-2014-2769035,OFF-AR-10004825,2,109.92,0.0,38.46,17.03
16541,IT-2014-3087072,OFF-SU-10003130,5,206.4,0.0,24.75,17.03
16542,ES-2012-1705014,OFF-SU-10004818,2,84.3,0.0,28.62,17.03
16543,IN-2011-30586,FUR-CH-10004491,2,306.774,0.1,88.614,17.03
16544,IN-2012-21836,OFF-SU-10002152,3,133.02,0.0,2.61,17.03
16545,US-2013-149797,FUR-BO-10002378,5,375.76,0.2,-51.74,17.03
16546,MX-2014-106859,FUR-CH-10002297,3,96.42,0.0,12.48,17.03
16547,MX-2012-103268,FUR-CH-10001374,3,159.6,0.0,71.82,17.02
16548,MX-2011-144260,TEC-PH-10002306,1,429.32,0.0,85.86,17.02
16549,ES-2014-3502771,OFF-EN-10004667,6,281.52,0.0,61.92,17.02
16550,IT-2012-1252410,TEC-MA-10004897,2,69.066,0.1,-6.174,17.02
16551,CA-2014-151484,OFF-ST-10000142,1,332.704,0.2,33.2704,17.02
16552,PL-2013-8940,TEC-HP -10004801,2,244.98,0.0,63.66,17.02
16553,UP-2011-5210,OFF-FEL-10001630,2,415.62,0.0,182.82,17.02
16554,MX-2014-129980,OFF-ST-10001374,3,121.5,0.0,19.44,17.02
16555,MX-2013-166604,FUR-FU-10000488,7,81.48,0.0,26.04,17.01
16556,ES-2013-4569090,OFF-ST-10001255,8,275.616,0.4,45.936,17.01
16557,ES-2013-1788644,OFF-AR-10003377,6,181.26,0.0,28.98,17.01
16558,ES-2013-4825636,OFF-PA-10001536,4,111.84,0.0,54.72,17.01
16559,ZA-2014-8330,TEC-CIS-10003439,1,88.53,0.0,3.54,17.01
16560,ES-2014-4720491,OFF-ST-10004577,4,214.92,0.0,25.68,17.0
16561,IN-2012-60441,TEC-MA-10001752,2,482.328,0.1,107.148,17.0
16562,IN-2012-84955,TEC-PH-10000412,2,163.5,0.0,52.32,17.0
16563,CA-2013-114482,TEC-PH-10001580,3,404.94,0.0,109.3338,17.0
16564,US-2012-160332,OFF-EN-10000761,5,47.1,0.4,-16.5,16.99
16565,ES-2012-5436698,OFF-PA-10004160,3,89.46,0.0,26.82,16.99
16566,ES-2012-3420594,OFF-AR-10000833,9,268.65,0.0,61.56,16.99
16567,ES-2012-2170704,FUR-BO-10000728,5,610.35,0.0,207.45,16.99
16568,ES-2013-2573970,FUR-FU-10000225,3,146.34,0.0,7.29,16.99
16569,MX-2012-136791,TEC-CO-10003541,3,391.22748,0.202,-0.99252,16.98
16570,ES-2013-3724793,TEC-CO-10000011,2,244.98,0.0,63.66,16.98
16571,IN-2014-32014,FUR-BO-10003706,1,148.17,0.0,71.1,16.98
16572,TU-2012-7030,FUR-DAN-10003334,6,339.48,0.6,-101.88,16.98
16573,TU-2014-6200,OFF-ROG-10001340,4,226.56,0.6,-243.6,16.98
16574,MX-2012-115301,OFF-EN-10004410,4,109.2,0.0,43.68,16.98
16575,ES-2014-2631855,OFF-SU-10001586,4,163.32,0.0,26.04,16.97
16576,CA-2013-162187,OFF-ST-10001558,5,64.96,0.2,-4.06,16.97
16577,TU-2013-1100,TEC-HEW-10002435,6,345.384,0.6,-362.736,16.97
16578,US-2013-116561,TEC-PH-10003177,5,246.48,0.4,-37.02,16.97
16579,ES-2014-2873001,OFF-ST-10000430,3,359.64,0.1,31.95,16.96
16580,ES-2013-2309313,OFF-EN-10000271,3,72.09,0.0,19.44,16.96
16581,CA-2014-135069,OFF-AP-10000026,4,195.104,0.2,21.9492,16.96
16582,IZ-2014-6680,OFF-FEL-10001796,2,114.84,0.0,57.42,16.96
16583,ES-2013-3621706,OFF-EN-10002723,2,101.94,0.0,5.04,16.95
16584,ES-2014-2332714,FUR-FU-10002017,4,175.44,0.0,12.24,16.95
16585,ES-2013-3635603,OFF-PA-10004842,5,118.65,0.0,53.25,16.95
16586,IT-2013-3774709,FUR-CH-10002498,2,78.312,0.6,-64.608,16.95
16587,CA-2014-101434,TEC-AC-10002402,3,239.97,0.0,71.991,16.95
16588,US-2012-129007,FUR-FU-10004018,3,44.67,0.0,12.0609,16.95
16589,MX-2011-100335,OFF-EN-10000061,3,40.98,0.0,18.84,16.94
16590,MX-2013-136651,TEC-CO-10001177,2,231.97512,0.002,43.69512,16.94
16591,ES-2014-2964353,OFF-SU-10000650,5,246.6,0.0,88.65,16.94
16592,ES-2011-2470488,OFF-PA-10002971,7,95.55,0.0,19.95,16.94
16593,ES-2011-2729747,OFF-AP-10004869,4,333.84,0.0,133.44,16.94
16594,ES-2011-4880899,OFF-AR-10001228,7,177.66,0.0,58.59,16.94
16595,IN-2012-12981,TEC-MA-10002871,2,212.49,0.1,49.53,16.94
16596,IN-2011-86642,OFF-PA-10001142,6,203.58,0.0,46.8,16.94
16597,AL-2014-8450,OFF-TEN-10001031,4,218.76,0.0,54.6,16.94
16598,MX-2014-102246,OFF-AP-10002531,9,401.94,0.0,11.88,16.93
16599,MX-2014-152121,OFF-AR-10000404,7,121.52,0.0,43.68,16.93
16600,ES-2013-1985580,OFF-AR-10000110,9,208.44,0.5,-100.17,16.93
16601,IR-2013-5360,OFF-CAR-10004408,2,57.6,0.0,25.92,16.93
16602,EG-2011-5100,FUR-TEN-10002448,4,89.04,0.0,39.96,16.93
16603,US-2013-164161,FUR-BO-10003221,2,121.584,0.4,-50.696,16.93
16604,ES-2013-2219250,TEC-CO-10000070,2,263.67,0.5,-131.85,16.92
16605,ES-2011-3822720,OFF-AP-10001882,7,438.27,0.0,175.14,16.92
16606,ES-2013-5170724,OFF-BI-10004195,3,145.26,0.0,43.56,16.92
16607,IT-2012-1519794,OFF-AR-10004881,3,133.29,0.0,43.92,16.92
16608,IN-2014-84458,TEC-PH-10002699,2,306.24,0.0,30.6,16.92
16609,IN-2011-85459,FUR-FU-10000702,2,219.96,0.0,8.76,16.92
16610,ID-2014-84661,FUR-CH-10002316,4,147.888,0.4,-4.992,16.92
16611,MX-2014-115483,TEC-PH-10003522,5,248.5,0.0,111.8,16.91
16612,ES-2011-3616229,OFF-PA-10002040,5,249.0,0.0,29.85,16.91
16613,ES-2011-4753806,TEC-MA-10004323,2,166.5,0.0,14.94,16.91
16614,CA-2013-123274,OFF-ST-10000736,3,242.94,0.0,9.7176,16.91
16615,BU-2012-360,OFF-STI-10002519,2,85.5,0.0,18.78,16.91
16616,CA-2013-7340,OFF-ACM-10003715,6,279.72,0.0,8.28,16.91
16617,MZ-2013-6890,FUR-HAR-10001792,6,369.72,0.0,158.94,16.91
16618,MX-2014-124296,OFF-AR-10003914,5,165.8,0.0,44.7,16.91
16619,ES-2014-3954413,OFF-ST-10000127,4,204.876,0.1,70.476,16.9
16620,IT-2012-5481346,TEC-PH-10003325,3,332.748,0.1,-14.832,16.9
16621,ES-2013-3508441,OFF-AP-10000806,4,256.392,0.1,31.272,16.9
16622,IN-2014-68617,TEC-MA-10003170,3,92.934,0.4,12.384,16.9
16623,ID-2014-40281,FUR-BO-10001541,3,232.4133,0.37,-107.0667,16.9
16624,IN-2011-28017,OFF-PA-10000070,6,142.884,0.1,34.884,16.9
16625,IZ-2014-6520,OFF-STA-10000244,8,365.52,0.0,58.32,16.9
16626,NI-2013-5430,TEC-STA-10002497,4,194.292,0.7,-349.788,16.9
16627,US-2012-140004,OFF-EN-10000761,5,47.1,0.4,-16.5,16.9
16628,MX-2013-166072,TEC-AC-10003738,4,101.6,0.0,44.64,16.89
16629,ES-2014-4303897,OFF-BI-10003763,4,41.64,0.0,14.04,16.89
16630,ES-2012-1674960,FUR-FU-10002019,4,232.44,0.0,41.76,16.89
16631,IN-2013-36963,FUR-FU-10003658,2,37.98,0.0,3.36,16.89
16632,ID-2014-17279,OFF-EN-10001882,7,103.425,0.5,-2.205,16.89
16633,IN-2011-41394,OFF-BI-10001032,5,209.1,0.15,44.25,16.89
16634,CA-2014-143378,TEC-PH-10001425,3,191.976,0.2,19.1976,16.89
16635,CA-2013-113341,FUR-CH-10004698,3,194.352,0.2,19.4352,16.89
16636,TU-2012-4060,TEC-BRO-10000381,2,153.192,0.6,-134.088,16.89
16637,IT-2014-2674196,OFF-ST-10004996,4,130.104,0.4,-41.256,16.88
16638,ES-2012-5188979,OFF-EN-10000274,6,91.44,0.0,27.36,16.88
16639,ES-2014-1190374,TEC-MA-10001009,2,556.632,0.1,111.312,16.88
16640,ES-2012-3045167,OFF-SU-10003540,3,139.86,0.0,4.14,16.88
16641,ES-2012-5659427,OFF-ST-10000127,5,284.55,0.0,116.55,16.88
16642,ES-2012-2922477,TEC-CO-10002962,1,357.36,0.0,117.9,16.88
16643,IN-2013-17699,TEC-PH-10004933,4,293.16,0.0,123.12,16.88
16644,MX-2013-159940,FUR-BO-10004567,3,347.58,0.0,90.36,16.88
16645,ES-2013-2061669,OFF-FA-10000179,5,66.9,0.0,16.05,16.87
16646,ID-2014-75281,OFF-ST-10003088,5,84.375,0.1,5.625,16.87
16647,US-2011-138828,OFF-AR-10000658,5,57.75,0.0,16.17,16.87
16648,US-2014-165358,FUR-CH-10002647,4,198.744,0.3,-14.196,16.87
16649,IZ-2012-6610,OFF-BRE-10002255,1,559.68,0.0,123.12,16.87
16650,ES-2012-5642589,OFF-BI-10003774,6,181.8,0.0,83.52,16.86
16651,ES-2014-1000157,OFF-BI-10003068,3,158.76,0.0,72.99,16.86
16652,IN-2014-20961,OFF-LA-10004430,4,42.66,0.1,17.46,16.86
16653,IN-2014-19274,OFF-BI-10001744,4,169.6188,0.17,-12.3012,16.86
16654,IN-2011-30341,OFF-BI-10001744,5,255.45,0.0,28.05,16.86
16655,SU-2013-1710,OFF-FEL-10002897,1,57.87,0.0,15.03,16.86
16656,UP-2013-3560,OFF-ACM-10002045,4,199.68,0.0,99.84,16.86
16657,MX-2013-160248,FUR-CH-10004338,6,180.6,0.0,7.2,16.85
16658,IN-2013-38979,FUR-CH-10000025,2,257.688,0.1,28.608,16.85
16659,IN-2014-63003,FUR-CH-10003760,3,155.763,0.1,62.253,16.85
